datetime,city,station,PM2_5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,data_source,AQI,AQI_Category
2025-02-19 06:00:00+00:00,Delhi,"Punjabi Bagh, Delhi - DPCC",129.0,210.0,36.2,20.2,1.09,68.5,23.1,41.0,0.5,OpenAQ - Real,307,Very Poor
2024-12-11 21:08:39.130434780,Gurugram,"Vikas Sadan, Gurugram - HSPCB",61.5529676736179,137.11154678237108,21.089387961859607,21.223251649427148,2.3983816246675462,56.975913628187314,22.116551851436288,44.20546883774253,1.7857012488072224,Synthetic,125,Moderately Polluted
2025-02-07 14:47:13.043478260,Lucknow,"Talkatora, Lucknow - CPCB",53.54890973251496,92.38290999460283,63.9120514816695,23.03333036469365,1.3804267203939773,74.50730142912641,31.333208222253525,35.567111538676606,2.2899485339861996,Synthetic,140,Moderately Polluted
2024-03-05 01:04:27.173434687,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",67.99381033712174,88.57195102520494,34.886126174841124,28.703190525092644,1.3138652299265625,50.30367356823345,26.832374678400104,66.65414399079609,2.859067668936105,Synthetic,500,Severe
2024-06-09 13:12:48.393678736,Jodhpur,"Collectorate, Jodhpur - RSPCB",88.65695360591438,166.58080977251188,37.29488013159668,21.35542053615462,1.1672066586104692,50.80468562914856,21.99687608965793,61.30260282600961,1.1686900435588385,Synthetic,500,Severe
2025-02-25 15:15:00+00:00,Delhi,"Anand Vihar, New Delhi - DPCC",44.0,342.0,90.9,15.7,3.23,4.7,22.0,61.0,0.3,OpenAQ - Real,292,Poor
2025-02-24 17:45:00+00:00,Delhi,"R K Puram, Delhi - DPCC",143.0,276.0,34.3,49.4,3.13,16.4,17.6,86.0,0.3,OpenAQ - Real,318,Very Poor
2024-12-21 03:36:35.217391304,Agra,"Sanjay Palace, Agra - UPPCB",34.06168295770034,73.01356278274919,33.4853509517395,1.0,0.6226125075175237,86.23122356588453,28.13104069316916,59.22872471501692,2.4957479718556006,Synthetic,86,Satisfactory
2025-10-04 01:20:40.088017608,Jodhpur,"Collectorate, Jodhpur - RSPCB",54.43671690717986,86.3984121822378,20.875696113126352,19.416357370341185,0.530474570456533,40.61042247361875,30.396106513884185,60.338173908081146,4.835537616959144,Synthetic,91,Satisfactory
2025-01-03 00:54:46.017203444,Jodhpur,"Collectorate, Jodhpur - RSPCB",41.57834178400604,108.88827107975243,36.659046048381015,22.896112782245922,2.1670323309192714,35.73095718606428,17.581082041336416,40.035212879554905,3.5367713101466083,Synthetic,106,Moderately Polluted
2025-02-26 20:15:00+00:00,Delhi,"Anand Vihar, New Delhi - DPCC",104.0,249.0,92.2,19.4,3.74,6.9,23.5,69.0,0.3,OpenAQ - Real,245,Poor
2024-10-02 23:07:05.217391304,Jodhpur,"Collectorate, Jodhpur - RSPCB",10.534943960640113,10.0,52.03939402893917,13.610421981107828,0.9776765003605736,35.21798783339554,16.90491425355402,55.516570263041956,0.15074777882933432,Synthetic,118,Moderately Polluted
2025-07-16 01:45:22.864572920,Jodhpur,"Collectorate, Jodhpur - RSPCB",51.91646581779332,104.00356720242985,32.37209997227936,29.6726836644606,0.8919409150942961,69.87388197913626,23.311492284923208,61.2976705708402,0.1,Synthetic,103,Moderately Polluted
2025-01-07 10:11:30.618123628,Hyderabad,"Zoo Park, Hyderabad - TSPCB",58.23210584040544,102.96063844223085,44.9731867065953,20.717158228112712,1.7758379127792434,76.2738703461581,16.0956310504393,39.08026404926551,1.0101927606928343,Synthetic,105,Moderately Polluted
2025-10-27 13:01:43.043478256,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",66.35127197673756,106.91174736435646,37.751221379742965,35.0485740475283,0.714983994303395,33.94267976945672,26.18632968401492,54.35667967054514,0.7103488131429709,Synthetic,119,Moderately Polluted
2025-12-07 01:31:15.652173912,Delhi,"Anand Vihar, New Delhi - DPCC",88.30992645810485,135.16412710007043,41.74384075387618,14.868239100449465,0.1,52.67704592227019,20.970073448046787,46.52786897801254,0.6290335211446763,Synthetic,194,Moderately Polluted
2024-11-12 20:39:25.673134628,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",60.180960663773945,87.46019602027519,20.551198382025667,16.385267374006382,1.126029861267745,41.129565709265826,18.905653414154465,35.91600672337745,4.038673610723618,Synthetic,500,Severe
2025-08-18 09:52:37.831566320,Delhi,"Punjabi Bagh, Delhi - DPCC",97.73235192176467,141.834495151616,37.22187367020497,21.339589432156956,1.8327076490995118,70.83006796755804,17.362466595598043,93.86536407667401,0.1,Synthetic,224,Poor
2025-08-04 01:24:49.565217384,Delhi,"Anand Vihar, New Delhi - DPCC",35.79136601098903,78.15206305409778,23.522888511634683,22.48769939866439,1.2227581386545225,24.762849735293962,21.110427329427317,41.76544318864153,4.993111811290631,Synthetic,78,Satisfactory
2025-04-02 12:36:19.875975200,Agra,"Sanjay Palace, Agra - UPPCB",62.9602827777371,76.98260675979654,40.81311705915758,16.44061279068319,1.2771064401894219,42.515514320370016,19.850443879991108,55.48605344507287,0.7962188089573337,Synthetic,108,Moderately Polluted
2025-05-10 02:29:45.957191440,Delhi,"Punjabi Bagh, Delhi - DPCC",103.26895877600931,164.61712548272374,32.92040910974477,15.502211942829707,1.3224659769408675,5.0,21.753689844056407,44.27036165598814,2.618045439072866,Synthetic,500,Severe
2024-02-01 17:31:06.613322664,Lucknow,"Talkatora, Lucknow - CPCB",95.12737183943108,157.0112891082358,40.275358152888344,29.60870291842312,2.1967375327111247,32.82648016040527,19.48926231976045,53.43257867224531,3.2038428295432544,Synthetic,215,Poor
2024-01-09 18:33:29.201840368,Hyderabad,"Zoo Park, Hyderabad - TSPCB",55.19087897349179,59.600066356337706,18.673574332659676,9.040581868722528,1.0328871456006805,98.01244506626122,27.551387021791015,56.026476607148005,2.6410172442313384,Synthetic,98,Satisfactory
2025-04-07 01:23:37.963592720,Gurugram,"Vikas Sadan, Gurugram - HSPCB",67.8931959564048,96.465363005837,50.278944255883715,34.80946318745399,0.8681763554103488,46.155031084642474,19.24141205524601,59.475319698739156,3.420498077712691,Synthetic,125,Moderately Polluted
2025-07-24 09:47:11.606321264,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",76.99433375678066,125.8307601962617,36.76194144693619,31.14061486090887,1.6842186109886415,47.68412000302533,25.559366622802894,42.23750795275489,2.986017894692434,Synthetic,156,Moderately Polluted
2024-03-17 21:53:34.002800561,Hyderabad,"Zoo Park, Hyderabad - TSPCB",73.9404091352114,134.75104746584555,29.966704992031207,16.064998459627418,1.0551249164085175,31.175134138433748,25.78594232728006,79.15450147031318,1.514342712391601,Synthetic,145,Moderately Polluted
2024-06-10 19:36:48.260869564,Hyderabad,"Zoo Park, Hyderabad - TSPCB",67.34030593623143,76.17255789607127,53.328798300389195,21.396334223712557,1.260221008122571,59.63807839511649,33.40621955862052,68.02888858805055,1.4593685494365252,Synthetic,123,Moderately Polluted
2025-05-14 18:47:37.531506304,Agra,"Sanjay Palace, Agra - UPPCB",66.37958685062372,100.81146139245433,49.1096653691654,16.243551323535886,1.3478235290256932,13.929358505622332,30.1001909417723,28.541151532151204,4.837344406788494,Synthetic,500,Severe
2025-09-20 17:31:20.869565216,Nashik,"Gangapur Road, Nashik - MPCB",73.63380174401892,114.07552990267311,34.10430229473245,23.17892741402684,1.6762116576187458,71.59121856011195,19.57297940838721,46.752769353540124,1.0162529328618068,Synthetic,144,Moderately Polluted
2025-09-12 12:28:53.478260864,Delhi,"R K Puram, Delhi - DPCC",109.40273134472625,228.9310395082929,48.38405974299154,23.53369188482474,1.2623681691178712,72.34318299928478,28.412367818100616,53.94144580696607,1.511959507876258,Synthetic,264,Poor
2025-02-28 04:45:00+00:00,Delhi,"R K Puram, Delhi - DPCC",56.0,132.0,24.2,33.5,4.03,14.5,23.2,73.0,1.2,OpenAQ - Real,122,Moderately Polluted
2025-03-10 06:37:35.491098224,Agra,"Sanjay Palace, Agra - UPPCB",95.80600362255417,157.08191476744355,40.112031501549666,27.336326887660586,0.7976406162458333,43.330903996477744,25.012877230618017,48.085481356124546,3.132704457699493,Synthetic,217,Poor
2024-04-28 14:02:37.711542310,Hyderabad,"Zoo Park, Hyderabad - TSPCB",79.50703635886171,134.76241780290113,18.4126745528949,19.565086439012056,1.17439426173284,50.645482451010764,12.313965639727769,46.516403545429895,4.129463453834745,Synthetic,500,Severe
2024-11-02 07:59:14.630926188,Hyderabad,"Zoo Park, Hyderabad - TSPCB",53.21310130760715,95.26916806746391,43.18506416088404,11.005890493701063,0.9029118871359285,56.681000502807194,35.22771217919104,56.092677935396104,2.520072311260586,Synthetic,101,Moderately Polluted
2025-02-20 16:30:00+00:00,Delhi,"Punjabi Bagh, Delhi - DPCC",62.0,138.0,47.2,18.3,1.21,22.5,20.2,54.0,0.3,OpenAQ - Real,126,Moderately Polluted
2025-08-14 02:56:52.173913040,Hyderabad,"Zoo Park, Hyderabad - TSPCB",35.53124124632182,63.15155485004578,21.414338850910617,25.66537118950845,1.916264425220481,33.62819668485428,23.72469426237148,97.11331135347034,1.1292854715401615,Synthetic,500,Severe
2025-04-14 19:49:36.521739128,Delhi,"R K Puram, Delhi - DPCC",92.10647303110633,119.92748527972073,47.27123841389889,13.021236774298869,1.7330935369275444,30.777172888411506,23.797477378677325,56.248462212110944,0.5495806470380948,Synthetic,205,Poor
2025-04-09 12:42:13.043478256,Hyderabad,"Zoo Park, Hyderabad - TSPCB",58.05891068513548,70.58739642247701,44.22728863679603,15.780917484403659,0.9145853552066844,49.96105468906261,20.48422634536486,31.83954223722501,1.6556777472150703,Synthetic,103,Moderately Polluted
2024-02-24 19:43:30,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",91.48103728909568,173.23064601111454,55.30249118209059,17.152579554351398,1.8432380736146805,50.46023622977524,15.40639162696826,43.29657352972525,4.458244736290071,Synthetic,500,Severe
2025-06-07 20:29:00,Delhi,"R K Puram, Delhi - DPCC",58.45083344419004,94.66774555025847,42.60904871359274,23.19816020650674,1.6050747088425446,39.46777871539184,24.26589400751281,78.85008993021356,0.1,Synthetic,500,Severe
2025-11-11 21:41:09.130434776,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",69.83727522128682,132.58839353606018,36.354249643289634,19.583979502916094,1.2380072623098026,88.00552603826536,41.190684747259645,48.2727916096475,3.557044344610714,Synthetic,131,Moderately Polluted
2025-03-02 15:00:00+00:00,Delhi,"Anand Vihar, New Delhi - DPCC",46.0,188.0,152.3,46.2,1.67,4.5,20.8,53.0,0.3,OpenAQ - Real,306,Very Poor
2025-06-27 10:50:20.869565216,Agra,"Sanjay Palace, Agra - UPPCB",41.676091196203096,73.94321445664772,32.55965051862486,19.13012012207527,1.1257757433499114,24.105840864794843,22.98491676279612,72.34111092559482,3.6046302320423913,Synthetic,76,Satisfactory
2025-02-23 12:45:00+00:00,Delhi,"Punjabi Bagh, Delhi - DPCC",40.0,100.0,30.0,12.5,1.11,49.8,20.7,52.0,0.3,OpenAQ - Real,100,Satisfactory
2025-02-25 09:30:00+00:00,Delhi,"Anand Vihar, New Delhi - DPCC",145.0,244.0,67.6,25.6,1.68,35.7,28.2,39.0,0.5,OpenAQ - Real,319,Very Poor
2025-12-12 08:45:12.782556512,Lucknow,"Talkatora, Lucknow - CPCB",108.94351422202661,151.44641652623122,35.78114527986172,35.00858972366856,1.573216148242928,75.01723784037435,33.22472772456072,53.475501459221164,3.9028559630441766,Synthetic,262,Poor
2025-02-24 05:30:00+00:00,Delhi,"Punjabi Bagh, Delhi - DPCC",85.0,179.0,30.0,31.2,0.89,72.6,22.0,51.0,0.4,OpenAQ - Real,183,Moderately Polluted
2024-06-16 17:10:09.241848370,Gurugram,"Vikas Sadan, Gurugram - HSPCB",39.13689723394883,13.111691232168091,46.271542864370275,10.016538265938767,1.3066060461344795,49.58288522205637,25.664431183225396,34.84551053014733,0.1,Synthetic,107,Moderately Polluted
2024-06-25 08:13:04.956991400,Lucknow,"Talkatora, Lucknow - CPCB",49.21160005220831,96.55415598093795,59.01866593344587,26.488056113119328,1.0597095171570965,44.60025579941941,25.944075942503456,36.38533726345865,2.9366153013962437,Synthetic,131,Moderately Polluted
2025-03-30 21:26:17.115423088,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",43.656237247784844,66.38826940555207,42.90487788530504,8.648858469568907,1.0327672478960581,29.049212780678925,25.42315068536507,71.27124891874924,1.3898728575345016,Synthetic,500,Severe
2024-07-10 09:40:34.086817364,Agra,"Sanjay Palace, Agra - UPPCB",69.55615482670723,135.61944436632928,31.279565433261297,27.587054939403156,0.8842391786795052,36.98468892464551,14.750725324936935,84.34099323178464,5.099049443733021,Synthetic,130,Moderately Polluted
2024-12-28 19:56:18.260869564,Lucknow,"Talkatora, Lucknow - CPCB",39.192057813030885,75.58166346075255,9.292385451323515,20.184600541752825,0.5240195135030006,30.259715591815954,24.20863971609402,78.81238398161103,2.2187182635150506,Synthetic,76,Satisfactory
2025-01-30 02:08:01.056211244,Nashik,"Gangapur Road, Nashik - MPCB",33.887609421996835,53.612589216038394,24.22912217884494,11.651588009344888,0.5766899475975098,5.0,30.23905136123983,52.50135246439109,3.1804007190820465,Synthetic,57,Satisfactory
2024-08-07 00:56:03.072614524,Hyderabad,"Zoo Park, Hyderabad - TSPCB",73.50575619505278,112.70790597109632,15.437248726664354,21.58011907545522,1.2243777272559655,82.95819817433275,17.96643221665018,85.51415514262042,1.9894016803187897,Synthetic,144,Moderately Polluted
2024-02-07 08:13:06.521739130,Jodhpur,"Collectorate, Jodhpur - RSPCB",76.3923014204309,113.25453759227288,24.668286109453973,16.072465058941418,1.2636613310133284,42.75184578672008,27.36947823668733,62.16981964045531,0.7961492068287197,Synthetic,154,Moderately Polluted
2025-02-26 00:45:00+00:00,Delhi,"R K Puram, Delhi - DPCC",86.0,146.0,23.0,37.7,1.42,14.6,19.7,82.0,0.3,OpenAQ - Real,186,Moderately Polluted
2024-10-27 11:36:55.163032608,Hyderabad,"Zoo Park, Hyderabad - TSPCB",62.81181317131248,114.97044760096423,11.435572468890857,19.922865033981978,0.4227520563809972,5.0,35.42836362551488,58.261514439273625,5.6710953434554625,Synthetic,110,Moderately Polluted
2025-07-26 00:23:19.959992,Lucknow,"Talkatora, Lucknow - CPCB",68.6491268246254,65.53667933754267,24.469388726040822,3.458412066522415,1.3567125553992998,23.785035442006723,30.279245648680117,61.58442113349662,1.8392786838132191,Synthetic,127,Moderately Polluted
2025-08-28 12:01:08.413682744,Agra,"Sanjay Palace, Agra - UPPCB",97.21407439897557,198.3021917548995,44.04268315217441,26.111526036771412,2.0980523274689653,58.09825627269452,25.4844515493452,39.0920725533702,3.010239572249021,Synthetic,222,Poor
2025-04-07 08:24:44.936987400,Jodhpur,"Collectorate, Jodhpur - RSPCB",9.845610325441484,10.0,13.70043226780476,13.008603840448531,1.0331747473056145,25.541082842677632,13.914881302949896,67.80807442572402,1.20317048106668,Synthetic,43,Good
2025-02-20 10:29:30.114022808,Lucknow,"Talkatora, Lucknow - CPCB",82.90969416131702,104.75435622870035,18.611607713702426,13.275518505911172,1.0259177557343437,59.900662491047356,31.213916902136248,54.768233932132986,3.307563736206469,Synthetic,176,Moderately Polluted
2025-02-23 16:45:00+00:00,Delhi,"Anand Vihar, New Delhi - DPCC",104.0,269.0,91.9,19.9,1.87,6.6,21.2,66.0,0.3,OpenAQ - Real,245,Poor
2024-07-10 06:10:00.600120026,Delhi,"Anand Vihar, New Delhi - DPCC",78.15149185194012,148.61995547479293,37.63649539537171,5.610963727072216,0.3354108682781468,33.743694670014044,28.82823838147018,63.68324060437871,3.1454867195613048,Synthetic,160,Moderately Polluted
2025-02-24 08:15:00+00:00,Delhi,"Punjabi Bagh, Delhi - DPCC",61.0,113.0,20.6,34.0,0.78,83.4,25.1,39.0,0.7,OpenAQ - Real,109,Moderately Polluted
2025-09-26 03:50:31.806361272,Gurugram,"Vikas Sadan, Gurugram - HSPCB",27.851456608751448,48.18464571314473,29.61048119853341,34.07844087309951,1.725875581727097,95.04303984340092,20.28444015945439,36.504088675492646,2.0459361940297414,Synthetic,104,Moderately Polluted
2024-09-24 14:01:20.656131228,Gurugram,"Vikas Sadan, Gurugram - HSPCB",44.603020837114016,73.46368900376595,2.0,29.97304631831335,0.6553484307331975,44.181017550618634,23.838293051924413,58.361389874244466,2.011591596151279,Synthetic,98,Satisfactory
2025-10-17 08:41:27.377475496,Jodhpur,"Collectorate, Jodhpur - RSPCB",60.96490920811094,70.40882023838577,25.83221130526221,16.089359296931733,2.3814804152482045,58.41682508582725,19.736239509691217,68.24057121165306,0.5659304191197643,Synthetic,500,Severe
2024-06-21 19:59:41.276255252,Nashik,"Gangapur Road, Nashik - MPCB",36.60064832390075,48.62897300799898,25.477202003895993,12.478079703562118,0.761791517784124,32.888072557587634,24.149243031166932,55.134567437026774,1.4614034578316102,Synthetic,60,Satisfactory
2024-07-10 17:51:33.913043478,Lucknow,"Talkatora, Lucknow - CPCB",71.61147550239225,117.82858009864839,32.43524703578455,33.15666552638467,0.8632068597060908,11.566517755442199,26.616545649976505,62.379303389210115,1.0163296237986101,Synthetic,137,Moderately Polluted
2024-01-20 21:15:54.190838167,Delhi,"R K Puram, Delhi - DPCC",35.65903454036789,47.544025006192754,22.740369792152173,16.456783391901393,1.6928897561498528,52.198781913482854,21.928939659425595,72.51346321433242,4.123487624021293,Synthetic,59,Satisfactory
2024-11-01 07:25:20.224044812,Nashik,"Gangapur Road, Nashik - MPCB",88.51529704315996,131.5615467529684,14.830608407611578,27.75139976975169,1.2429912333046356,40.99513055458788,17.249771659267246,44.77108544212364,2.308773393630936,Synthetic,195,Moderately Polluted
2024-09-01 10:44:06.521739128,Hyderabad,"Zoo Park, Hyderabad - TSPCB",73.76770018518177,136.73088839068404,33.54001623586545,40.62179346421011,1.876647441019766,26.418857555575805,34.16147119458015,52.98836459236245,1.5287480452753062,Synthetic,145,Moderately Polluted
2025-04-05 03:46:22.636527312,Delhi,"Anand Vihar, New Delhi - DPCC",54.42959184503279,101.02593327650403,68.07534340545699,35.20564898363274,1.8398526422752757,49.20105832267366,26.41009293932126,43.82643766741185,1.8856931145156117,Synthetic,148,Moderately Polluted
